ClaimCaseKey,PolicyKey,OrgKey,PlanKey,AgentKey,ClaimBookedDate,ClaimPaidDate,ClaimPaymentDueDate,ClaimIntimationDate,PaymentType,ClaimType,DeathClaimType,ClaimStatus,ClaimAmountPaid,ClaimAmountPayable,PaidFinYear,IsBooked,IsPayable,IsPaid,IsPaidOnOrBeforeDueDate,IsRepudiated,IsRejected,IsCancelled,IsIntimationCancelled,OutstandingDaysAsOf,OutstandingBucket,IsOutstandingAsOf,ReinvestmentConsentFlag,ReinvestmentAmount,ClaimBookedDateKey,ClaimPaidDateKey,ClaimPaymentDueDateKey,ClaimIntimationDateKey
1521,1717,39,4,68,2025-11-08,2026-01-01,2025-11-30,2025-10-15,IPP,Maturity,,Paid,206369.26,202865.67,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251108,20260101.0,20251130,20251015
1522,305,20,3,67,2025-12-16,,2026-03-05,2025-12-11,EDC,Death,Early,Rejected,0.0,242143.44,,1,1,0,0,0,1,0,0,0,,0,0,0.0,20251216,,20260305,20251211
1523,1433,9,12,61,2026-02-07,2026-03-05,2026-03-15,2026-01-17,SB,SB,,Paid,42250.89,42091.03,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260207,20260305.0,20260315,20260117
1524,118,10,10,1,2025-12-24,2026-03-05,2026-02-01,2025-12-23,SB,SB,,Paid,59347.25,59497.67,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251224,20260305.0,20260201,20251223
1525,872,36,3,59,2026-01-30,,2026-03-10,2026-01-21,NEDC,Death,Early,Pending,0.0,1458235.6,,1,1,0,0,0,0,0,0,17,<1 Month,1,0,0.0,20260130,,20260310,20260121
1526,1629,36,10,10,2026-02-26,,2026-05-16,2026-02-23,NEDC,Death,Non-Early,Pending,0.0,585131.22,,1,1,0,0,0,0,0,0,-50,<1 Month,1,0,0.0,20260226,,20260516,20260223
1527,255,16,1,74,2026-03-15,2026-04-28,2026-05-06,2026-02-20,SB,SB,,Paid,42087.67,40705.25,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260315,20260428.0,20260506,20260220
1528,1534,1,12,55,2026-03-24,2026-03-24,2026-05-12,2026-03-19,Maturity,Maturity,,Paid,95902.0,95343.14,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260324,20260324.0,20260512,20260319
1529,1114,38,1,17,2026-01-02,2026-02-21,2026-01-18,2025-12-23,SB,SB,,Paid,146884.92,146102.09,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260102,20260221.0,20260118,20251223
1530,1681,36,7,15,2025-12-21,,2026-01-11,2025-12-03,Maturity,Maturity,,Pending,0.0,203943.66,,1,1,0,0,0,0,0,0,75,>1 Month,1,0,0.0,20251221,,20260111,20251203
1531,1758,32,4,61,2025-12-08,2025-12-16,2026-01-30,2025-12-08,IPP,Maturity,,Paid,211143.08,213266.78,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251208,20251216.0,20260130,20251208
1532,646,1,10,77,2026-02-10,,2026-05-10,2026-01-29,EDC,Death,Non-Early,Pending,0.0,116760.68,,1,1,0,0,0,0,0,0,-44,<1 Month,1,0,0.0,20260210,,20260510,20260129
1533,87,7,8,22,2025-10-04,,2025-12-06,2025-09-27,EDC,Death,Non-Early,Pending,0.0,192291.31,,1,1,0,0,0,0,0,0,111,>1 Month,1,0,0.0,20251004,,20251206,20250927
1534,1225,22,10,60,2025-10-03,,2025-10-27,2025-10-01,SB,SB,,Cancelled,0.0,32619.47,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251003,,20251027,20251001
1535,809,37,3,42,2025-12-16,2026-01-07,2026-01-23,2025-12-03,SB,SB,,Paid,227271.71,229678.1,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251216,20260107.0,20260123,20251203
1536,1010,11,11,79,2026-01-20,2026-03-03,2026-02-07,2026-01-05,Maturity,Maturity,,Paid,141674.82,143793.54,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260120,20260303.0,20260207,20260105
1537,407,2,2,21,2025-10-24,,2025-12-12,2025-10-08,IPP,Maturity,,Pending,0.0,338924.9,,1,1,0,0,0,0,0,0,105,>1 Month,1,0,0.0,20251024,,20251212,20251008
1538,1667,38,10,19,2026-03-26,2026-04-28,2026-04-22,2026-03-06,Maturity,Maturity,,Paid,407906.52,394018.74,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260326,20260428.0,20260422,20260306
1539,1536,34,4,23,2025-10-08,,2025-12-07,2025-10-01,NEDC,Death,Non-Early,Repudiated,0.0,1294933.32,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20251008,,20251207,20251001
1540,305,20,3,67,2025-11-30,2025-12-09,2026-03-03,2025-11-28,NEDC,Death,Early,Paid,998961.13,1018390.33,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251130,20251209.0,20260303,20251128
1541,1170,26,11,28,2025-11-06,,2026-01-23,2025-10-14,EDC,Death,Early,Pending,0.0,1193968.04,,1,1,0,0,0,0,0,0,63,>1 Month,1,0,0.0,20251106,,20260123,20251014
1542,895,29,9,4,2025-11-05,,2025-12-13,2025-10-18,NEDC,Death,Early,Intimation Cancelled,0.0,555071.5,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20251105,,20251213,20251018
1543,914,7,7,14,2025-12-09,2025-12-28,2025-12-24,2025-12-08,SB,SB,,Paid,49483.43,50365.18,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251209,20251228.0,20251224,20251208
1544,1685,34,12,77,2026-02-05,2026-03-21,2026-02-20,2026-01-26,SB,SB,,Paid,44076.77,43125.45,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260205,20260321.0,20260220,20260126
1545,883,5,5,39,2026-02-03,,2026-04-03,2026-01-10,SB,SB,,Cancelled,0.0,69875.07,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20260203,,20260403,20260110
1546,286,36,8,69,2025-10-09,2025-10-30,2025-11-15,2025-10-09,NEDC,Death,Early,Paid,501017.93,488342.61,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251009,20251030.0,20251115,20251009
1547,1679,7,8,80,2026-03-21,,2026-04-19,2026-02-28,SB,SB,,Pending,0.0,70140.52,,1,1,0,0,0,0,0,0,-23,<1 Month,1,0,0.0,20260321,,20260419,20260228
1548,217,29,2,41,2025-12-13,,2026-01-21,2025-11-23,EDC,Death,Early,Pending,0.0,892816.17,,1,1,0,0,0,0,0,0,65,>1 Month,1,0,0.0,20251213,,20260121,20251123
1549,1351,35,5,20,2026-03-12,,2026-05-15,2026-02-21,NEDC,Death,Early,Rejected,0.0,3480149.34,,1,1,0,0,0,1,0,0,0,,0,0,0.0,20260312,,20260515,20260221
1550,1848,20,2,8,2025-12-13,,2026-01-27,2025-11-24,SB,SB,,Cancelled,0.0,130200.83,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251213,,20260127,20251124
1551,1637,23,3,13,2025-11-16,,2026-02-18,2025-11-09,NEDC,Death,Non-Early,Repudiated,0.0,1531637.26,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20251116,,20260218,20251109
1552,1838,4,2,8,2025-11-27,,2026-01-09,2025-11-22,NEDC,Death,Early,Pending,0.0,2038209.15,,1,1,0,0,0,0,0,0,77,>1 Month,1,0,0.0,20251127,,20260109,20251122
1553,1101,23,8,78,2026-02-14,2026-02-23,2026-03-15,2026-02-01,Maturity,Maturity,,Paid,298094.16,288285.64,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260214,20260223.0,20260315,20260201
1554,594,30,6,47,2026-01-18,2026-01-19,2026-02-11,2025-12-25,SB,SB,,Paid,41834.66,42930.99,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260118,20260119.0,20260211,20251225
1555,1670,9,11,58,2025-10-08,2025-11-08,2025-10-29,2025-09-21,SB,SB,,Paid,62540.58,63019.24,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251008,20251108.0,20251029,20250921
1556,1120,25,10,50,2025-12-09,,2026-01-31,2025-11-28,SB,SB,,Pending,0.0,33642.83,,1,1,0,0,0,0,0,0,55,>1 Month,1,0,0.0,20251209,,20260131,20251128
1557,623,10,1,20,2026-03-28,,2026-05-14,2026-03-22,Maturity,Maturity,,Pending,0.0,110872.29,,1,1,0,0,0,0,0,0,-48,<1 Month,1,0,0.0,20260328,,20260514,20260322
1558,925,23,2,75,2025-12-06,,2026-01-24,2025-11-30,SB,SB,,Pending,0.0,92123.49,,1,1,0,0,0,0,0,0,62,>1 Month,1,0,0.0,20251206,,20260124,20251130
1559,1069,23,1,38,2026-01-12,2026-01-16,2026-01-27,2026-01-12,Maturity,Maturity,,Paid,769633.72,772409.75,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260112,20260116.0,20260127,20260112
1560,902,8,5,20,2026-01-08,2026-02-06,2026-02-24,2026-01-03,SB,SB,,Paid,52370.72,53699.13,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260108,20260206.0,20260224,20260103
1561,1910,12,12,64,2025-12-21,,2026-02-21,2025-12-15,EDC,Death,Early,Pending,0.0,297615.33,,1,1,0,0,0,0,0,0,34,>1 Month,1,0,0.0,20251221,,20260221,20251215
1562,532,14,4,29,2025-12-10,2025-12-23,2026-01-17,2025-12-07,IPP,Maturity,,Paid,289671.36,293039.65,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251210,20251223.0,20260117,20251207
1563,970,32,3,1,2025-11-27,,2025-12-19,2025-11-08,Maturity,Maturity,,Pending,0.0,200480.37,,1,1,0,0,0,0,0,0,98,>1 Month,1,0,0.0,20251127,,20251219,20251108
1564,779,18,10,71,2025-12-08,2025-12-28,2025-12-31,2025-12-04,Maturity,Maturity,,Paid,228934.26,220942.55,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251208,20251228.0,20251231,20251204
1565,826,24,2,3,2026-03-21,2026-05-21,2026-04-25,2026-03-04,EDC,Death,Early,Paid,2640587.53,2618441.07,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260321,20260521.0,20260425,20260304
1566,1024,4,2,50,2026-03-05,,2026-03-20,2026-02-19,IPP,Maturity,,Pending,0.0,276901.07,,1,1,0,0,0,0,0,0,7,<1 Month,1,0,0.0,20260305,,20260320,20260219
1567,1229,32,5,31,2025-11-09,2025-11-19,2025-12-11,2025-10-19,Maturity,Maturity,,Paid,109632.25,112110.83,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251109,20251119.0,20251211,20251019
1568,1034,9,8,45,2026-02-16,,2026-05-27,2026-02-03,NEDC,Death,Non-Early,Pending,0.0,1206434.86,,1,1,0,0,0,0,0,0,-61,<1 Month,1,0,0.0,20260216,,20260527,20260203
1569,103,15,11,51,2026-03-08,,2026-05-24,2026-02-15,NEDC,Death,Early,Pending,0.0,572048.78,,1,1,0,0,0,0,0,0,-58,<1 Month,1,0,0.0,20260308,,20260524,20260215
1570,530,31,10,71,2026-02-01,2026-02-09,2026-03-03,2026-01-24,SB,SB,,Paid,99284.12,95551.97,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260201,20260209.0,20260303,20260124
1571,1190,40,8,42,2026-03-07,2026-03-17,2026-04-26,2026-02-24,Maturity,Maturity,,Paid,270487.82,266364.25,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260307,20260317.0,20260426,20260224
1572,91,41,5,59,2026-03-25,2026-05-22,2026-05-23,2026-03-19,Maturity,Maturity,,Paid,424439.88,416740.23,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260325,20260522.0,20260523,20260319
1573,509,35,11,61,2025-11-04,2025-11-27,2026-01-05,2025-11-04,NEDC,Death,Early,Paid,178977.81,177442.62,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251104,20251127.0,20260105,20251104
1574,773,16,3,64,2025-10-22,2025-11-19,2025-11-24,2025-10-20,IPP,Maturity,,Paid,178265.92,175860.86,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251022,20251119.0,20251124,20251020
1575,1760,7,5,43,2025-11-21,,2026-01-02,2025-10-31,SB,SB,,Pending,0.0,41603.21,,1,1,0,0,0,0,0,0,84,>1 Month,1,0,0.0,20251121,,20260102,20251031
1576,816,27,7,47,2026-02-11,,2026-05-22,2026-02-05,EDC,Death,Non-Early,Pending,0.0,554602.94,,1,1,0,0,0,0,0,0,-56,<1 Month,1,0,0.0,20260211,,20260522,20260205
1577,580,11,2,54,2025-12-12,2025-12-15,2026-02-03,2025-12-12,SB,SB,,Paid,60300.06,61582.74,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251212,20251215.0,20260203,20251212
1578,1120,25,10,50,2026-01-17,2026-02-16,2026-03-24,2026-01-13,NEDC,Death,Non-Early,Paid,249004.87,250180.81,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260117,20260216.0,20260324,20260113
1579,928,38,7,41,2026-01-20,2026-02-03,2026-03-02,2026-01-11,Maturity,Maturity,,Paid,302423.94,306045.0,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260120,20260203.0,20260302,20260111
1580,910,31,4,29,2026-02-22,2026-03-12,2026-05-24,2026-02-12,NEDC,Death,Early,Paid,784239.21,790929.56,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260222,20260312.0,20260524,20260212
1581,328,2,9,36,2026-02-25,2026-04-04,2026-04-08,2026-02-22,SB,SB,,Paid,45526.21,43803.97,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260225,20260404.0,20260408,20260222
1582,1557,33,10,24,2025-12-25,2026-01-07,2026-03-20,2025-12-18,NEDC,Death,Non-Early,Paid,415513.63,412925.1,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251225,20260107.0,20260320,20251218
1583,257,40,8,8,2025-10-01,2025-11-11,2025-11-10,2025-09-07,EDC,Death,Non-Early,Paid,1132518.56,1127474.38,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251001,20251111.0,20251110,20250907
1584,1091,21,2,60,2026-03-02,2026-03-11,2026-04-16,2026-02-22,Maturity,Maturity,,Paid,573468.52,578987.18,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260302,20260311.0,20260416,20260222
1585,1803,33,4,45,2025-10-11,2025-11-01,2025-11-23,2025-09-27,IPP,Maturity,,Paid,727057.98,701884.23,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251011,20251101.0,20251123,20250927
1586,310,27,9,68,2026-03-14,,2026-04-17,2026-03-05,SB,SB,,Pending,0.0,30394.77,,1,1,0,0,0,0,0,0,-21,<1 Month,1,0,0.0,20260314,,20260417,20260305
1587,912,21,8,63,2025-12-19,2026-01-28,2026-01-23,2025-12-11,Maturity,Maturity,,Paid,80632.07,77737.27,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251219,20260128.0,20260123,20251211
1588,46,31,8,44,2026-02-11,2026-03-22,2026-04-01,2026-01-24,Maturity,Maturity,,Paid,974557.09,998125.47,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260211,20260322.0,20260401,20260124
1589,615,14,9,5,2026-02-10,2026-03-17,2026-04-28,2026-02-04,EDC,Death,Early,Paid,1709742.19,1758605.89,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260210,20260317.0,20260428,20260204
1590,1548,27,12,43,2025-12-05,2025-12-05,2026-01-26,2025-11-16,SB,SB,,Paid,136054.45,136370.72,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251205,20251205.0,20260126,20251116
1591,335,3,4,28,2026-02-27,,2026-04-09,2026-02-11,SB,SB,,Pending,0.0,38157.33,,1,1,0,0,0,0,0,0,-13,<1 Month,1,0,0.0,20260227,,20260409,20260211
1592,1464,23,7,61,2026-01-08,2026-02-09,2026-01-24,2025-12-18,Maturity,Maturity,,Paid,218171.98,212232.81,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260108,20260209.0,20260124,20251218
1593,974,8,10,69,2026-02-14,,2026-03-31,2026-01-29,Maturity,Maturity,,Pending,0.0,420957.92,,1,1,0,0,0,0,0,0,-4,<1 Month,1,1,279112.98,20260214,,20260331,20260129
1594,700,26,10,67,2026-02-22,,2026-05-30,2026-02-19,EDC,Death,Early,Repudiated,0.0,684693.0,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20260222,,20260530,20260219
1595,658,18,3,69,2026-03-06,2026-03-21,2026-04-11,2026-03-01,Maturity,Maturity,,Paid,574634.78,570027.5,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260306,20260321.0,20260411,20260301
1596,1597,35,12,44,2025-12-03,2025-12-03,2026-01-20,2025-11-26,SB,SB,,Paid,71897.85,73592.52,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251203,20251203.0,20260120,20251126
1597,340,6,9,45,2025-10-23,,2025-12-04,2025-10-12,Maturity,Maturity,,Cancelled,0.0,193480.99,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251023,,20251204,20251012
1598,1537,4,7,64,2026-03-09,2026-04-17,2026-06-20,2026-03-08,EDC,Death,Non-Early,Paid,898979.55,923537.48,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260309,20260417.0,20260620,20260308
1599,200,30,1,38,2025-11-28,,2025-12-29,2025-11-13,Maturity,Maturity,,Pending,0.0,428265.64,,1,1,0,0,0,0,0,0,88,>1 Month,1,0,0.0,20251128,,20251229,20251113
1600,1428,31,2,47,2025-10-14,2025-12-01,2026-01-27,2025-09-29,EDC,Death,Non-Early,Paid,1162392.42,1145627.06,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251014,20251201.0,20260127,20250929
1601,130,17,6,20,2025-10-26,,2025-11-23,2025-10-17,Maturity,Maturity,,Pending,0.0,365533.29,,1,1,0,0,0,0,0,0,124,>1 Month,1,1,309141.56,20251026,,20251123,20251017
1602,1837,35,10,6,2025-12-09,,2026-02-06,2025-12-09,SB,SB,,Pending,0.0,56838.91,,1,1,0,0,0,0,0,0,49,>1 Month,1,0,0.0,20251209,,20260206,20251209
1603,1582,16,4,69,2026-02-27,2026-03-09,2026-04-25,2026-02-07,IPP,Maturity,,Paid,117875.75,115860.3,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260227,20260309.0,20260425,20260207
1604,1174,24,3,72,2026-03-07,2026-04-12,2026-04-03,2026-02-23,SB,SB,,Paid,233519.06,227925.07,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260307,20260412.0,20260403,20260223
1605,1120,25,10,50,2025-10-24,,2025-12-06,2025-10-22,Maturity,Maturity,,Cancelled,0.0,561478.17,,1,1,0,0,0,0,1,0,0,,0,0,0.0,20251024,,20251206,20251022
1606,6,33,7,71,2026-01-31,2026-02-23,2026-03-27,2026-01-14,SB,SB,,Paid,89947.6,88546.14,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260131,20260223.0,20260327,20260114
1607,1129,12,10,64,2026-03-27,2026-04-27,2026-05-05,2026-03-08,NEDC,Death,Early,Paid,373180.43,364631.59,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260327,20260427.0,20260505,20260308
1608,848,32,12,42,2025-12-16,,2026-02-13,2025-12-04,Maturity,Maturity,,Intimation Cancelled,0.0,135485.7,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20251216,,20260213,20251204
1609,1613,27,9,64,2025-12-29,,2026-02-02,2025-12-05,NEDC,Death,Early,Repudiated,0.0,682445.48,,1,1,0,0,1,0,0,0,0,,0,0,0.0,20251229,,20260202,20251205
1610,1284,27,11,22,2026-03-21,2026-04-08,2026-04-29,2026-03-02,Maturity,Maturity,,Paid,241923.07,240687.83,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260321,20260408.0,20260429,20260302
1611,865,17,1,59,2026-01-26,,2026-03-22,2026-01-13,Maturity,Maturity,,Pending,0.0,197299.13,,1,1,0,0,0,0,0,0,5,<1 Month,1,0,0.0,20260126,,20260322,20260113
1612,1192,4,12,10,2026-03-01,2026-03-29,2026-04-05,2026-02-06,Maturity,Maturity,,Paid,166076.8,162218.81,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260301,20260329.0,20260405,20260206
1613,902,8,5,20,2025-10-05,,2025-12-04,2025-09-21,NEDC,Death,Non-Early,Pending,0.0,426943.9,,1,1,0,0,0,0,0,0,113,>1 Month,1,0,0.0,20251005,,20251204,20250921
1614,1776,6,12,35,2026-01-22,,2026-05-02,2026-01-21,NEDC,Death,Non-Early,Intimation Cancelled,0.0,1728697.29,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20260122,,20260502,20260121
1615,1646,19,3,9,2025-10-19,2025-10-19,2025-11-14,2025-10-18,Maturity,Maturity,,Paid,231873.85,223309.55,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251019,20251019.0,20251114,20251018
1616,277,30,11,33,2026-02-21,,2026-03-20,2026-02-13,SB,SB,,Pending,0.0,73551.24,,1,1,0,0,0,0,0,0,7,<1 Month,1,0,0.0,20260221,,20260320,20260213
1617,120,23,4,76,2026-02-21,,2026-04-01,2026-02-05,SB,SB,,Pending,0.0,58478.61,,1,1,0,0,0,0,0,0,-5,<1 Month,1,0,0.0,20260221,,20260401,20260205
1618,740,18,10,51,2025-12-17,2026-02-14,2026-02-12,2025-12-17,NEDC,Death,Early,Paid,698381.89,680062.1,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251217,20260214.0,20260212,20251217
1619,145,8,5,76,2025-12-16,2026-01-22,2026-01-07,2025-11-25,Maturity,Maturity,,Paid,117825.57,113527.83,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251216,20260122.0,20260107,20251125
1620,1492,23,8,23,2026-03-10,2026-04-16,2026-04-17,2026-03-08,NEDC,Death,Early,Paid,438760.45,427459.68,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260310,20260416.0,20260417,20260308
1621,510,26,12,5,2026-01-02,,2026-03-01,2026-01-02,Maturity,Maturity,,Pending,0.0,165528.63,,1,1,0,0,0,0,0,0,26,<1 Month,1,1,123172.51,20260102,,20260301,20260102
1622,258,31,9,49,2025-10-16,2025-11-14,2026-01-10,2025-09-22,NEDC,Death,Non-Early,Paid,171556.93,172237.12,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251016,20251114.0,20260110,20250922
1623,115,6,11,28,2026-03-01,2026-05-04,2026-04-27,2026-02-16,Maturity,Maturity,,Paid,152961.29,147528.89,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260301,20260504.0,20260427,20260216
1624,51,28,5,73,2025-10-28,,2025-11-23,2025-10-22,Maturity,Maturity,,Pending,0.0,148281.38,,1,1,0,0,0,0,0,0,124,>1 Month,1,1,76101.15,20251028,,20251123,20251022
1625,617,19,12,7,2026-03-20,2026-04-17,2026-05-03,2026-03-18,SB,SB,,Paid,59755.18,59699.72,FY2026-27,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260320,20260417.0,20260503,20260318
1626,1990,1,4,48,2025-10-19,2025-10-19,2025-12-10,2025-09-27,Maturity,Maturity,,Paid,438815.42,441536.65,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251019,20251019.0,20251210,20250927
1627,1886,25,7,46,2026-01-15,2026-01-18,2026-02-05,2026-01-13,Maturity,Maturity,,Paid,173379.68,167568.07,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20260115,20260118.0,20260205,20260113
1628,1772,11,5,63,2026-03-26,2026-05-24,2026-06-22,2026-03-22,NEDC,Death,Non-Early,Paid,1397152.32,1351087.01,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260326,20260524.0,20260622,20260322
1629,103,15,11,51,2025-10-20,2026-01-02,2026-01-19,2025-10-09,NEDC,Death,Non-Early,Paid,225799.45,225065.17,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251020,20260102.0,20260119,20251009
1630,1680,38,1,38,2025-12-18,2026-02-07,2026-01-28,2025-12-09,SB,SB,,Paid,84622.86,86117.17,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251218,20260207.0,20260128,20251209
1631,868,40,11,72,2026-03-10,2026-04-08,2026-04-02,2026-02-19,SB,SB,,Paid,80343.86,81289.74,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260310,20260408.0,20260402,20260219
1632,908,35,2,60,2025-10-17,,2025-12-30,2025-10-10,EDC,Death,Non-Early,Pending,0.0,582975.42,,1,1,0,0,0,0,0,0,87,>1 Month,1,0,0.0,20251017,,20251230,20251010
1633,632,24,9,66,2026-03-31,,2026-04-19,2026-03-26,SB,SB,,Intimation Cancelled,0.0,45064.45,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20260331,,20260419,20260326
1634,394,8,4,27,2026-02-17,,2026-04-15,2026-01-26,SB,SB,,Pending,0.0,56900.68,,1,1,0,0,0,0,0,0,-19,<1 Month,1,0,0.0,20260217,,20260415,20260126
1635,60,28,12,42,2025-10-15,2025-11-13,2025-12-08,2025-09-29,Maturity,Maturity,,Paid,351254.51,359451.12,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251015,20251113.0,20251208,20250929
1636,1603,32,3,15,2025-10-05,,2025-11-08,2025-10-05,IPP,Maturity,,Pending,0.0,201092.3,,1,1,0,0,0,0,0,0,139,>1 Month,1,0,0.0,20251005,,20251108,20251005
1637,1605,3,10,20,2025-11-16,2026-01-29,2026-01-19,2025-11-06,EDC,Death,Non-Early,Paid,1432393.26,1412372.29,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251116,20260129.0,20260119,20251106
1638,593,39,10,39,2026-01-22,,2026-03-17,2026-01-10,NEDC,Death,Non-Early,Pending,0.0,3071905.66,,1,1,0,0,0,0,0,0,10,<1 Month,1,0,0.0,20260122,,20260317,20260110
1639,711,22,8,59,2026-02-20,,2026-04-18,2026-02-14,EDC,Death,Early,Pending,0.0,479844.87,,1,1,0,0,0,0,0,0,-22,<1 Month,1,0,0.0,20260220,,20260418,20260214
1640,1383,14,3,27,2025-11-10,2025-12-04,2025-12-05,2025-11-09,Maturity,Maturity,,Paid,468843.48,457829.06,FY2025-26,1,1,1,1,0,0,0,0,0,,0,0,0.0,20251110,20251204.0,20251205,20251109
1641,312,13,1,35,2025-12-19,,2026-02-11,2025-12-12,NEDC,Death,Non-Early,Intimation Cancelled,0.0,951157.71,,1,1,0,0,0,0,0,1,0,,0,0,0.0,20251219,,20260211,20251212
1642,980,32,9,58,2026-02-28,2026-04-08,2026-03-17,2026-02-10,Maturity,Maturity,,Paid,298526.15,290129.57,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260228,20260408.0,20260317,20260210
1643,822,34,5,71,2026-03-14,2026-04-24,2026-04-24,2026-03-10,NEDC,Death,Early,Paid,245939.74,245420.31,FY2026-27,1,1,1,0,0,0,0,0,0,,0,0,0.0,20260314,20260424.0,20260424,20260310
1644,213,37,3,68,2025-11-22,2026-01-01,2026-03-08,2025-11-15,NEDC,Death,Early,Paid,658177.88,668609.66,FY2025-26,1,1,1,0,0,0,0,0,0,,0,0,0.0,20251122,20260101.0,20260308,20251115
